date,symbol,scrip_name,client_name,buy_sell,qty,price,deal_type
2025-08-25,KROSS,Kross Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,430913,204.27,bulk
2025-08-25,KROSS,Kross Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,430913,204.02,bulk
2025-08-25,KROSS,Kross Limited,MUSIGMA SECURITIES,BUY,1325129,204.27,bulk
2025-08-25,KROSS,Kross Limited,MUSIGMA SECURITIES,SELL,1325129,204.37,bulk
2025-08-25,KROSS,Kross Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,685465,204.01,bulk
2025-08-25,KROSS,Kross Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,685465,204.11,bulk
2025-08-25,KROSS,Kross Limited,QE SECURITIES LLP,BUY,1043508,204.04,bulk
2025-08-25,KROSS,Kross Limited,QE SECURITIES LLP,SELL,1053459,203.96,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,AGARWAL RAVI,SELL,14510000,28.03,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN AJAY KUMAR MAHABIR PRASAD,BUY,2000000,28.5,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN ANJU AJAYKUMAR,BUY,2000000,28.5,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN ASHA OM HARI,BUY,2000000,27.37,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN NARAYAN HARI MAHABIR PRASAD,BUY,2000000,28.5,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN OM HARI MAHABIR PRASAD,BUY,2000000,28.5,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN PAVAN KUMAR MAHABIR PRASAD,BUY,2000000,28.5,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN PRAVINA PAVAN KUMAR,BUY,2000000,28.5,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN SUJATA VIMALHARI,BUY,2000000,27.37,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HALAN VIMAL HARI MAHABIR PRASAD,BUY,2000000,28.5,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,HARI HALAN VISHAKHA NARAYAN,BUY,2000000,27.37,bulk
2025-08-25,LLOYDSE-RE,Lloyds Enterprises Ltd,PRAGYA REALTY DEVELOPERS PRIVATE LIMITED,SELL,10908810,28.03,bulk
2025-08-26,EDELWEISS,Edelweiss Fin Serv Ltd,ABAKKUS ASSET MANAGER PRIVATE LIMITED,BUY,6430780,100.0,block
2025-08-26,EDELWEISS,Edelweiss Fin Serv Ltd,EDELWEISS EMPLOYEES INCENTIVES AND WELFARE TRUST,SELL,5301510,100.0,block
2025-08-26,EDELWEISS,Edelweiss Fin Serv Ltd,EDELWEISS EMPLOYEES WELFARE TRUST,SELL,1129270,100.0,block
2025-08-26,UPL,UPL Limited,NERKA CHEMICALS PRIVATE LTD,BUY,980000,723.05,block
2025-08-26,UPL,UPL Limited,UNIPHOS ENTERPRISES LTD,SELL,980000,723.05,block
2025-08-29,AGARWALEYE,Dr Agarwals Health Care L,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,429190,439.1,block
2025-08-29,AGARWALEYE,Dr Agarwals Health Care L,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,429190,439.1,block
2025-08-29,CGCL,Money Matters F S Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,870125,185.7,block
2025-08-29,CGCL,Money Matters F S Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,870125,185.7,block
2025-08-29,CHOLAFIN,Cholamandalam In & Fin Co,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,242876,1439.8,block
2025-08-29,CHOLAFIN,Cholamandalam In & Fin Co,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,242876,1439.8,block
2025-08-29,DHANI,Dhani Services Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,3814898,62.7,block
2025-08-29,DHANI,Dhani Services Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,3814898,62.7,block
2025-08-29,ETERNAL,ETERNAL LIMITED,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,6676269,315.5,block
2025-08-29,ETERNAL,ETERNAL LIMITED,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,6676269,315.5,block
2025-08-29,FIVESTAR,Five-Star Bus Fin Ltd,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,519142,552.75,block
2025-08-29,FIVESTAR,Five-Star Bus Fin Ltd,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,519142,552.75,block
2025-08-29,GODREJPROP,Godrej Properties Ltd,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,527615,1984.6,block
2025-08-29,GODREJPROP,Godrej Properties Ltd,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,527615,1984.6,block
2025-08-29,INDIGRID,India Grid Trust,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,792168,161.5,block
2025-08-29,INDIGRID,India Grid Trust,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,792168,161.5,block
2025-08-29,KIMS,Krishna Inst of Med Sci L,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,251598,737.4,block
2025-08-29,KIMS,Krishna Inst of Med Sci L,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,251598,737.4,block
2025-08-29,KOLTEPATIL,Kolte - Patil Developers,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,507534,469.7,block
2025-08-29,KOLTEPATIL,Kolte - Patil Developers,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,507534,469.7,block
2025-08-29,KOTAKBANK,Kotak Mahindra Bank Limit,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,175693,1944.7,block
2025-08-29,KOTAKBANK,Kotak Mahindra Bank Limit,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,175693,1944.7,block
2025-08-29,LEMONTREE,Lemon Tree Hotels Ltd,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,870090,167.8,block
2025-08-29,LEMONTREE,Lemon Tree Hotels Ltd,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,870090,167.8,block
2025-08-29,MANAPPURAM,Manappuram Finance Ltd,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,1251077,263.0,block
2025-08-29,MANAPPURAM,Manappuram Finance Ltd,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,1251077,263.0,block
2025-08-29,OBEROIRLTY,Oberoi Realty Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,122365,1618.8,block
2025-08-29,OBEROIRLTY,Oberoi Realty Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,122365,1618.8,block
2025-08-29,SHRIRAMFIN,Shriram Finance Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,742825,571.65,block
2025-08-29,SHRIRAMFIN,Shriram Finance Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,742825,571.65,block
2025-08-29,THELEELA,Schloss Bangalore Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,412926,396.65,block
2025-08-29,THELEELA,Schloss Bangalore Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,412926,396.65,block
2025-08-29,VBL,Varun Beverages Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,1571019,497.7,block
2025-08-29,VBL,Varun Beverages Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,1571019,497.7,block
2025-09-01,CARBORUNIV,Carborundum Univ Ltd,MURUGAPPAN ARUNACHALAM CHILDREN TRUST,SELL,300000,915.0,block
2025-09-01,CARBORUNIV,Carborundum Univ Ltd,SANDHYA G PARIKH,BUY,300000,915.0,block
2025-09-01,CGCL,Money Matters F S Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,2730375,185.4,block
2025-09-01,CGCL,Money Matters F S Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,2730375,185.4,block
2025-09-01,ETERNAL,ETERNAL LIMITED,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,8988390,313.95,block
2025-09-01,ETERNAL,ETERNAL LIMITED,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,8988390,313.95,block
2025-09-01,GODREJPROP,Godrej Properties Ltd,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,591312,1947.7,block
2025-09-01,GODREJPROP,Godrej Properties Ltd,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,591312,1947.7,block
2025-09-01,KOLTEPATIL,Kolte - Patil Developers,GOLDMAN SACHS (SINGAPORE) PTE- ODI,SELL,660003,467.75,block
2025-09-01,KOLTEPATIL,Kolte - Patil Developers,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,660003,467.75,block
2025-09-01,KOTAKBANK,Kotak Mahindra Bank Limit,GOLDMAN SACHS (SINGAPORE) PTE- ODI,SELL,491903,1960.3,block
2025-09-01,KOTAKBANK,Kotak Mahindra Bank Limit,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,491903,1960.3,block
2025-09-01,SHRIRAMFIN,Shriram Finance Limited,GOLDMAN SACHS (SINGAPORE) PTE- ODI,SELL,2049453,580.25,block
2025-09-01,SHRIRAMFIN,Shriram Finance Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,2049453,580.25,block
2025-09-02,AGARWALEYE,Dr Agarwals Health Care L,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,1653725,433.25,block
2025-09-02,AGARWALEYE,Dr Agarwals Health Care L,GOLDMAN SACHS BANK EUROPE SE- ODI,BUY,1653725,433.25,block
2025-09-02,CGCL,Money Matters F S Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,1879131,189.0,block
2025-09-02,CGCL,Money Matters F S Limited,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,1879131,189.0,block
2025-09-02,CHOLAFIN,Cholamandalam In & Fin Co,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,670924,1453.8,block
2025-09-02,CHOLAFIN,Cholamandalam In & Fin Co,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,670924,1453.8,block
2025-09-02,ETERNAL,ETERNAL LIMITED,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,6911714,321.1,block
2025-09-02,ETERNAL,ETERNAL LIMITED,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,6911714,321.1,block
2025-09-02,FIVESTAR,Five-Star Bus Fin Ltd,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,411359,549.2,block
2025-09-02,FIVESTAR,Five-Star Bus Fin Ltd,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,411359,549.2,block
2025-09-02,GODREJPROP,Godrej Properties Ltd,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,290394,1952.2,block
2025-09-02,GODREJPROP,Godrej Properties Ltd,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,290394,1952.2,block
2025-09-02,KIMS,Krishna Inst of Med Sci L,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,501458,727.5,block
2025-09-02,KIMS,Krishna Inst of Med Sci L,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,501458,727.5,block
2025-09-02,LEMONTREE,Lemon Tree Hotels Ltd,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,1550068,170.2,block
2025-09-02,LEMONTREE,Lemon Tree Hotels Ltd,GOLDMAN SACHS BANK EUROPE SE - ODI,BUY,1550068,170.2,block
2025-09-02,VBL,Varun Beverages Limited,GOLDMAN SACHS (SINGAPORE) PTE - ODI,SELL,1894144,495.35,block
