date,symbol,bb_bandwidth
2026-08-08 00:00:00,RITES,0.1059
2026-08-08 00:00:00,RKFORGE,0.3614
2026-08-08 00:00:00,ROSSTECH,0.2115
2026-08-08 00:00:00,ROUTE,0.1327
2026-08-08 00:00:00,RPOWER,0.0752
2026-08-08 00:00:00,RRKABEL,0.2566
2026-08-08 00:00:00,RTNINDIA,0.0766
2026-08-08 00:00:00,RTNPOWER,0.0694
2026-08-08 00:00:00,RVNL,0.0681
2026-08-08 00:00:00,SAATVIKGL,0.1397
2026-08-08 00:00:00,SAFARI,0.1469
2026-08-08 00:00:00,SAGILITY,0.1365
2026-08-08 00:00:00,SAIL,0.1233
2026-08-08 00:00:00,SAILIFE,0.1519
2026-08-08 00:00:00,SAMHI,0.1486
2026-08-08 00:00:00,SAMMAANCAP,0.0518
2026-08-08 00:00:00,SANDUMA,0.1472
2026-08-08 00:00:00,SANOFICONR,0.0589
2026-08-08 00:00:00,SANSERA,0.2484
2026-08-08 00:00:00,SAPPHIRE,0.229
2026-08-08 00:00:00,SARDAEN,0.0663
2026-08-08 00:00:00,SAREGAMA,0.1559
2026-08-08 00:00:00,SBFC,0.0688
2026-08-08 00:00:00,SBICARD,0.0947
2026-08-08 00:00:00,SBILIFE,0.0621
2026-08-08 00:00:00,SBIN,0.0901
2026-08-08 00:00:00,SCHAEFFLER,0.0495
2026-08-08 00:00:00,SCHNEIDER,0.0764
2026-08-08 00:00:00,SCI,0.1576
2026-08-08 00:00:00,SENCO,0.1696
2026-08-08 00:00:00,SFL,0.1658
2026-08-08 00:00:00,SHAILY,0.2442
2026-08-08 00:00:00,SHAKTIPUMP,0.1234
2026-08-08 00:00:00,SHARDACROP,0.1618
2026-08-08 00:00:00,SHAREINDIA,0.155
2026-08-08 00:00:00,SHILPAMED,0.2881
2026-08-08 00:00:00,SHREECEM,0.0509
2026-08-08 00:00:00,SHRIPISTON,0.1053
2026-08-08 00:00:00,SHRIRAMFIN,0.1418
2026-08-08 00:00:00,SHYAMMETL,0.0455
2026-08-08 00:00:00,SIEMENS,0.1701
2026-08-08 00:00:00,SIGMAADV,0.4387
2026-08-08 00:00:00,SIGNATURE,0.1059
2026-08-08 00:00:00,SJVN,0.0517
2026-08-08 00:00:00,SKFINDIA,0.085
2026-08-08 00:00:00,SKIPPER,0.1058
2026-08-08 00:00:00,SKYGOLD,0.166
2026-08-08 00:00:00,SMARTWORKS,0.0868
2026-08-08 00:00:00,SMLMAH,0.6792
2026-08-08 00:00:00,SOBHA,0.1734
2026-08-08 00:00:00,SOLARINDS,0.0605
2026-08-08 00:00:00,SONACOMS,0.2569
2026-08-08 00:00:00,SONATSOFTW,0.2342
2026-08-08 00:00:00,SOUTHBANK,0.0778
2026-08-08 00:00:00,SPARC,0.3008
2026-08-08 00:00:00,SPLPETRO,0.096
2026-08-08 00:00:00,SRF,0.1638
2026-08-08 00:00:00,STAR,0.1072
2026-08-08 00:00:00,STARCEMENT,0.0395
2026-08-08 00:00:00,STARHEALTH,0.0724
2026-08-08 00:00:00,STLTECH,0.2955
2026-08-08 00:00:00,STYL,0.2225
2026-08-08 00:00:00,STYRENIX,0.1684
2026-08-08 00:00:00,SUBROS,0.0897
2026-08-08 00:00:00,SUDARSCHEM,0.1244
2026-08-08 00:00:00,SUMICHEM,0.0969
2026-08-08 00:00:00,SUNDARMFIN,0.1161
2026-08-08 00:00:00,SUNPHARMA,0.0419
2026-08-08 00:00:00,SUNTECK,0.0969
2026-08-08 00:00:00,SUNTV,0.0656
2026-08-08 00:00:00,SUPREMEIND,0.0592
2026-08-08 00:00:00,SUPRIYA,0.1246
2026-08-08 00:00:00,SURYAROSNI,0.0919
2026-08-08 00:00:00,SUZLON,0.1931
2026-08-08 00:00:00,SWANCORP,0.0474
2026-08-08 00:00:00,SWIGGY,0.1874
2026-08-08 00:00:00,SWSOLAR,0.2295
2026-08-08 00:00:00,SYNGENE,0.0876
2026-08-08 00:00:00,SYRMA,0.1283
2026-08-08 00:00:00,TANLA,0.1437
2026-08-08 00:00:00,TARC,0.2306
2026-08-08 00:00:00,TARIL,0.2463
2026-08-08 00:00:00,TATACHEM,0.083
2026-08-08 00:00:00,TATACOMM,0.0849
2026-08-08 00:00:00,TATACONSUM,0.0313
2026-08-08 00:00:00,TATAELXSI,0.1423
2026-08-08 00:00:00,TATAINVEST,0.1011
2026-08-08 00:00:00,TATAPOWER,0.0324
2026-08-08 00:00:00,TATASTEEL,0.0585
2026-08-08 00:00:00,TATATECH,0.198
2026-08-08 00:00:00,TBOTEK,0.193
2026-08-08 00:00:00,TCS,0.186
2026-08-08 00:00:00,TDPOWERSYS,0.1785
2026-08-08 00:00:00,TECHM,0.1487
2026-08-08 00:00:00,TECHNOE,0.1086
2026-08-08 00:00:00,TEGA,0.1603
2026-08-08 00:00:00,TEJASNET,0.1423
2026-08-08 00:00:00,TEXRAIL,0.1167
2026-08-08 00:00:00,THANGAMAYL,0.5164
2026-08-08 00:00:00,THELEELA,0.111
2026-08-08 00:00:00,THERMAX,0.2355
2026-08-08 00:00:00,THOMASCOOK,0.1099
2026-08-08 00:00:00,THYROCARE,0.2083
2026-08-08 00:00:00,TI,0.1764
2026-08-08 00:00:00,TIINDIA,0.108
2026-08-08 00:00:00,TIMETECHNO,0.1657
2026-08-08 00:00:00,TIMKEN,0.109
2026-08-08 00:00:00,TIPSMUSIC,0.1441
2026-08-08 00:00:00,TITAGARH,0.1013
2026-08-08 00:00:00,TITAN,0.1208
2026-08-08 00:00:00,TMB,0.1666
2026-08-08 00:00:00,TMPV,0.1032
2026-08-08 00:00:00,TORNTPHARM,0.0655
2026-08-08 00:00:00,TORNTPOWER,0.1192
2026-08-08 00:00:00,TRANSRAILL,0.0762
2026-08-08 00:00:00,TRAVELFOOD,0.1153
2026-08-08 00:00:00,TRENT,0.1222
2026-08-08 00:00:00,TRIDENT,0.0419
2026-08-08 00:00:00,TRITURBINE,0.0737
2026-08-08 00:00:00,TRIVENI,1.4227
2026-08-08 00:00:00,TSFINV,0.1493
2026-08-08 00:00:00,TTML,0.0564
2026-08-08 00:00:00,TVSMOTOR,0.3232
2026-08-08 00:00:00,TVSSCS,0.0598
2026-08-08 00:00:00,UBL,0.1074
2026-08-08 00:00:00,UCOBANK,0.0437
2026-08-08 00:00:00,UJJIVANSFB,0.1549
2026-08-08 00:00:00,ULTRACEMCO,0.0874
2026-08-08 00:00:00,UNIONBANK,0.1004
2026-08-08 00:00:00,UNITDSPR,0.1784
2026-08-08 00:00:00,UNOMINDA,0.1622
2026-08-08 00:00:00,UPL,0.1025
2026-08-08 00:00:00,URBANCO,0.1636
2026-08-08 00:00:00,USHAMART,0.0619
2026-08-08 00:00:00,UTIAMC,0.1277
2026-08-08 00:00:00,V2RETAIL,0.0424
2026-08-08 00:00:00,VAIBHAVGBL,0.1291
2026-08-08 00:00:00,VARROC,0.2404
2026-08-08 00:00:00,VBL,0.1073
2026-08-08 00:00:00,VEDL,0.0943
2026-08-08 00:00:00,VGUARD,0.1321
2026-08-08 00:00:00,VIJAYA,0.0825
2026-08-08 00:00:00,VIKRAMSOLR,0.1764
2026-08-08 00:00:00,VIPIND,0.0961
2026-08-08 00:00:00,VIYASH,0.163
2026-08-08 00:00:00,VMART,0.1451
2026-08-08 00:00:00,VMM,0.0863
2026-08-08 00:00:00,VOLTAMP,0.1353
2026-08-08 00:00:00,VOLTAS,0.0838
2026-08-08 00:00:00,VTL,0.1214
2026-08-08 00:00:00,WAAREEENER,0.1048
2026-08-08 00:00:00,WAAREERTL,0.1908
2026-08-08 00:00:00,WABAG,0.1678
2026-08-08 00:00:00,WEBELSOLAR,0.1044
2026-08-08 00:00:00,WELCORP,0.1785
2026-08-08 00:00:00,WELENT,0.1084
2026-08-08 00:00:00,WELSPUNLIV,0.1008
2026-08-08 00:00:00,WESTLIFE,0.3487
2026-08-08 00:00:00,WHIRLPOOL,0.1059
2026-08-08 00:00:00,WIPRO,0.1332
2026-08-08 00:00:00,WOCKPHARMA,0.1308
2026-08-08 00:00:00,YATHARTH,0.0661
2026-08-08 00:00:00,YESBANK,0.0657
2026-08-08 00:00:00,ZAGGLE,0.0823
2026-08-08 00:00:00,ZEEL,0.2265
2026-08-08 00:00:00,ZENSARTECH,0.0948
2026-08-08 00:00:00,ZENTEC,0.172
2026-08-08 00:00:00,ZFCVINDIA,0.1675
2026-08-08 00:00:00,ZYDUSLIFE,0.0568
2026-08-08 00:00:00,ZYDUSWELL,0.1543
